GLATOS_ARRAY,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,OTN_MISSION_ID,AR_CONFIRM,DATA_DOWNLOADED,INS_MODEL_NUMBER,INS_SERIAL_NUMBER,RECOVERED,RECOVER_DATE_TIME,GLATOS_RECOVER_DATE_TIME,GLATOS_TIMEZONE,RECOVER_LAT,RECOVER_LONG,GLATOS_PROJECT,GLATOS_VPS,COMMENTS,,,,,,,
MAM,,1,12,,,,,486582,Y,,2022-06-02 10:00,Eastern,,,ELOMA,No,,,,,,,,
MAM,,2,11,,,,,486579,Y,,2022-06-02 10:00,Eastern,,,ELOMA,No,,,,,,,,
MAM,,3,12,,,,,481190,Y,,2022-06-02 10:00,Eastern,,,ELOMA,No,,,,,,,,
CNW,,2,12,,,,,129986,Y,,2022-06-02 10:00,Eastern,,,ELOMA,No,,,,,,,,
CNW,,1,11,,,,,486581,Y,,2022-06-02 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W15-EB10,10,8,,,,,482005,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W18-ASG1,1,6,,,,,481185,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W19-ASG2,2,8,,,,,481188,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W20-ASG3,3,8,,,,,481248,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
WOL,,1,6,,,,,126962,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,1,6,,,,,126986,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,2,6,,,,,126977,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,3,6,,,,,131935,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W12-EB7,7,7,,,,,481253,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W16-EB11,11,8,,,,,482002,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W17-EB12,12,7,,,,,481256,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
FPT,W1-FPT,1,7,,,,,126970,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
LPT,W2-LPT,1,6,,,,,126997,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
GRI,W3-GRI1,1,7,,,,,126974,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
GRI,W4-GRI2,2,7,,,,,126969,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
FDI,W5-FDI,1,7,,,,,126968,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W8-EB3,3,7,,,,,126964,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
PBY,,1,5,,,,,128974,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
TNT,,1,8,,,,,128975,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
TRR,,1,4,,,,,126999,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
TNN,,1,10,,,,,128983,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
TNN,,2,11,,,,,481189,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
MPT,,1,12,,,,,483748,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
MOR,,1,4,,,,,126956,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
TGN,,1,11,,,,,126959,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
DBG,,1,11,,,,,126965,Y,,2022-06-09 10:00,Eastern,,,ELOMA,No,,,,,,,,
LRH,,1,11,,,,,126961,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
HBY,,1,8,,,,,126988,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
HBY,,2,8,,,,,131934,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
NPR,,2,6,,,,,129985,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
NPR,,1,6,,,,,482004,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
GNR,,1,11,,,,,126957,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
GNR,,2,11,,,,,126979,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W11-EB6,6,7,,,,,126958,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W9-EB4,4,7,,,,,550553,Y,,2022-06-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W10-EB5,5,7,,,,,481186,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W13-EB8,8,7,,,,,126998,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W14-EB9,9,7,,,,,126960,Y,,2022-06-15 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W6-EB1,1,8,,,,,482001,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W7-EB2,2,7,,,,,481250,Y,,2022-06-14 10:00,Eastern,,,ELOMA,No,,,,,,,,
HOW,,1,6,,,,,481251,Y,,2022-06-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
CPV,W24-CPV1,1,4,,,,,128773,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
CPV,W25-CPV2,2,4,,,,,126975,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
LND,W26-LND1,1,4,,,,,481249,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
LND,W27-LND2,2,4,,,,,126978,Y,,2022-06-06 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,10,1,,,,,550334,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,7,1,,,,,550347,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,8,1,,,,,550344,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,11,1,,,,,550346,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,9,1,,,,,550343,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,4,1,,,,,550336,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,5,1,,,,,550341,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
EHK,,1,1,,,,,550345,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,6,1,,,,,550340,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,3,1,,,,,550348,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,2,1,,,,,550342,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,1,1,,,,,550339,Y,,2022-09-29 10:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,2,1,,,,,550338,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,1,1,,,,,550337,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
KNP,,1,1,,,,,550335,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
KNP,,2,1,,,,,550349,Y,,2022-09-12 10:00,Eastern,,,ELOMA,No,,,,,,,,
WHK,,1,1,,,,,548276,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
WHK,,2,1,,,,,548241,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
EHK,,2,1,,,,,548255,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
HLD,,1,2,,,,,548253,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
HLD,,2,2,,,,,548254,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,3,2,,,,,548251,Y,,2022-10-23 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,7,3,,,,,126990,Y,,2022-10-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,13,2,,,,,126995,Y,,2022-10-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,3,3,,,,,126987,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,9,3,,,,,126963,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,10,3,,,,,126981,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,11,3,,,,,481252,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,12,3,,,,,126971,Y,,2022-10-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,6,3,,,,,126991,Y,,2022-10-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,5,3,,,,,126966,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,4,3,,,,,126993,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,2,3,,,,,126967,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,18,2,,,,,483750,Y,,2022-10-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,17,2,,,,,126972,Y,,2022-10-24 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,16,3,,,,,126985,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,15,3,,,,,126976,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,14,3,,,,,126994,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,1,3,,,,,126992,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,8,3,,,,,483749,Y,,2022-10-05 10:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W18-ASG1,1,7,,,,,481186,Y,,2022-11-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W19-ASG2,2,9,,,,,126998,Y,,2022-11-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W20-ASG3,3,9,,,,,482002,Y,,2022-11-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,1,7,,,,,481256,Y,,2022-11-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,2,7,,,,,482005,Y,,2022-11-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,3,7,,,,,481253,Y,,2022-11-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
HOW,,2,8,,,,,126960,Y,,2023-06-09 09:00,Eastern,,,ELOMA,No,,,,,,,,
IAM,,4,12,,,,,481187,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
IAM,,3,13,,,,,482000,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
IAM,,2,13,,,,,483747,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
IAM,,1,13,,,,,483746,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
MAM,,1,13,,,,,483751,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
MAM,,2,12,,,,,481254,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
MAM,,3,13,,,,,481257,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
CNW,,2,13,,,,,126980,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
CNW,,1,12,,,,,126984,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W15-EB10,10,9,,,,,482001,Y,,2023-06-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W18-ASG1,1,8,,,,,481186,Y,,2023-06-22 09:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W19-ASG2,2,10,,,,,126998,Y,,2023-06-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
ASG,W20-ASG3,3,10,,,,,482002,Y,,2023-06-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
WOL,,1,7,,,,,481250,Y,,2023-06-09 09:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,1,8,,,,,481256,Y,,2023-06-09 09:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,2,8,,,,,482005,Y,,2023-06-09 09:00,Eastern,,,ELOMA,No,,,,,,,,
LIN,,3,8,,,,,481253,Y,,2023-06-09 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W12-EB7,7,8,,,,,126968,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W16-EB11,11,9,,,,,126970,Y,,2023-06-22 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W17-EB12,12,8,,,,,126997,Y,,2023-06-22 09:00,Eastern,,,ELOMA,No,,,,,,,,
FPT,W1-FPT,1,8,,,,,486580,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
LPT,W2-LPT,1,7,,,,,126959,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
GRI,W3-GRI1,1,8,,,,,128983,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
GRI,W4-GRI2,2,8,,,,,126999,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
FDI,W5-FDI,1,8,,,,,481189,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W8-EB3,3,8,,,,,126956,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
PBY,,1,6,,,,,486581,Y,,2023-06-05 09:00,Eastern,,,ELOMA,No,,,,,,,,
TNT,,1,9,,,,,126979,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
TRR,,1,5,,,,,126957,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
TNN,,1,11,,,,,482004,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
TNN,,2,12,,,,,126961,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
MPT,,1,13,,,,,129985,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
MOR,,1,5,,,,,126996,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
TGN,,1,12,,,,,482003,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
DBG,,1,12,,,,,131934,Y,,2023-05-31 09:00,Eastern,,,ELOMA,No,,,,,,,,
LRH,,1,12,,,,,486582,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
HBY,,1,9,,,,,129986,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
HBY,,2,9,,,,,481190,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
NPR,,2,7,,,,,481255,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
NPR,,1,7,,,,,486584,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
GNR,,1,12,,,,,486585,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
GNR,,2,12,,,,,126973,Y,,2023-06-01 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W11-EB6,6,8,,,,,483748,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W10-EB5,5,8,,,,,126969,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W13-EB8,8,8,,,,,126974,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W14-EB9,9,8,,,,,126964,Y,,2023-06-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W6-EB1,1,9,,,,,486579,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
EAB,W7-EB2,2,8,,,,,128975,Y,,2023-06-16 09:00,Eastern,,,ELOMA,No,,,,,,,,
HOW,,1,7,,,,,126958,Y,,2023-06-09 09:00,Eastern,,,ELOMA,No,,,,,,,,
CPV,W24-CPV1,1,5,,,,,128773,Y,,2023-05-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
CPV,W25-CPV2,2,5,,,,,126975,Y,,2023-05-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
LND,W26-LND1,1,5,,,,,481249,Y,,2023-05-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,10,2,,,,,548272,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,7,2,,,,,548285,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,8,2,,,,,547989,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,11,2,,,,,548279,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,9,2,,,,,548273,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,4,2,,,,,550347,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,5,2,,,,,550346,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
EHK,,1,2,,,,,550335,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,6,2,,,,,550349,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,3,2,,,,,550344,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,2,2,,,,,550334,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,1,2,,,,,550343,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,2,2,,,,,550348,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,1,2,,,,,550342,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
KNP,,1,2,,,,,548280,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
KNP,,2,2,,,,,548271,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
WHK,,1,2,,,,,550340,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
WHK,,2,2,,,,,550345,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
EHK,,2,2,,,,,550339,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
HLD,,1,3,,,,,550336,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
HLD,,2,3,,,,,550341,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,3,3,,,,,550337,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,7,4,,,,,126976,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,13,3,,,,,126981,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,3,4,,,,,481248,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,9,4,,,,,481188,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,10,4,,,,,128974,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,11,4,,,,,126965,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,12,4,,,,,483749,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,6,4,,,,,126966,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,5,4,,,,,126988,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,4,4,,,,,481185,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,2,4,,,,,126977,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,18,3,,,,,126987,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,17,3,,,,,126994,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,16,4,,,,,481251,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,15,4,,,,,131935,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,14,4,,,,,486583,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,1,4,,,,,126962,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,8,4,,,,,126986,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
